Number	|	Question	|	Answer	|	Step 1	|	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
	|	What is  107 divided by  7 equal to?	|	107 divided by  7 is equal to 15 with a remainder of 2	|	"The first two digits of the dividend, 10,  are divisible by 7, as 7 times 1 equals 7, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 37 which is divisible by 7, as 7 times 5 equals 35, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  75 divided by  2 equal to?	|	75 divided by  2 is equal to 37 with a remainder of 1	|	"The first digit of the dividend, 7,  is divisible by 2, as 2 times 3 equals 6, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 15 which is divisible by 2, as 2 times 7 equals 14, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  100 divided by  9 equal to?	|	100 divided by  9 is equal to 11 with a remainder of 1	|	"The first two digits of the dividend, 10,  are divisible by 9, as 9 times 1 equals 9, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 10 which is divisible by 9, as 9 times 1 equals 9, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  67 divided by  4 equal to?	|	67 divided by  4 is equal to 16 with a remainder of 3	|	"The first digit of the dividend, 6,  is divisible by 4, as 4 times 1 equals 4, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 27 which is divisible by 4, as 4 times 6 equals 24, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  35 divided by  7 equal to?	|	35 divided by  7 is equal to 5 with a remainder of 0	|	"The first two digits of the dividend, 35,  are divisible by 7, as 7 times 5 equals 35, which when subtracted leaves a remainder of 0"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  102 divided by  2 equal to?	|	102 divided by  2 is equal to 51 with a remainder of 0	|	"The first two digits of the dividend, 10,  are divisible by 2, as 2 times 5 equals 10, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 2 which is divisible by 2, as 2 times 1 equals 2, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  69 divided by  5 equal to?	|	69 divided by  5 is equal to 13 with a remainder of 4	|	"The first digit of the dividend, 6,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 19 which is divisible by 5, as 5 times 3 equals 15, which when subtracted leaves a remainder of 4"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  52 divided by  8 equal to?	|	52 divided by  8 is equal to 6 with a remainder of 4	|	"The first two digits of the dividend, 52,  are divisible by 8, as 8 times 6 equals 48, which when subtracted leaves a remainder of 4"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  19 divided by  3 equal to?	|	19 divided by  3 is equal to 6 with a remainder of 1	|	"The first two digits of the dividend, 19,  are divisible by 3, as 3 times 6 equals 18, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  106 divided by  8 equal to?	|	106 divided by  8 is equal to 13 with a remainder of 2	|	"The first two digits of the dividend, 10,  are divisible by 8, as 8 times 1 equals 8, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 26 which is divisible by 8, as 8 times 3 equals 24, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  31 divided by  6 equal to?	|	31 divided by  6 is equal to 5 with a remainder of 1	|	"The first two digits of the dividend, 31,  are divisible by 6, as 6 times 5 equals 30, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  56 divided by  5 equal to?	|	56 divided by  5 is equal to 11 with a remainder of 1	|	"The first digit of the dividend, 5,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 6 which is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  81 divided by  4 equal to?	|	81 divided by  4 is equal to 20 with a remainder of 1	|	"The first digit of the dividend, 8,  is divisible by 4, as 4 times 2 equals 8, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 1 is not divisible by 4,  you need to add a zero to the quotient, and 1 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  48 divided by  7 equal to?	|	48 divided by  7 is equal to 6 with a remainder of 6	|	"The first two digits of the dividend, 48,  are divisible by 7, as 7 times 6 equals 42, which when subtracted leaves a remainder of 6"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  16 divided by  2 equal to?	|	16 divided by  2 is equal to 8 with a remainder of 0	|	"The first two digits of the dividend, 16,  are divisible by 2, as 2 times 8 equals 16, which when subtracted leaves a remainder of 0"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  83 divided by  5 equal to?	|	83 divided by  5 is equal to 16 with a remainder of 3	|	"The first digit of the dividend, 8,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 33 which is divisible by 5, as 5 times 6 equals 30, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  66 divided by  7 equal to?	|	66 divided by  7 is equal to 9 with a remainder of 3	|	"The first two digits of the dividend, 66,  are divisible by 7, as 7 times 9 equals 63, which when subtracted leaves a remainder of 3"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  33 divided by  3 equal to?	|	33 divided by  3 is equal to 11 with a remainder of 0	|	"The first digit of the dividend, 3,  is divisible by 3, as 3 times 1 equals 3, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 3 which is divisible by 3, as 3 times 1 equals 3, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  101 divided by  6 equal to?	|	101 divided by  6 is equal to 16 with a remainder of 5	|	"The first two digits of the dividend, 10,  are divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 4"	|	"Then take the remainder from the first step, 4 , and the next digit from the dividend, which, together, gives you 41 which is divisible by 6, as 6 times 6 equals 36, which when subtracted leaves a remainder of 5"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  25 divided by  4 equal to?	|	25 divided by  4 is equal to 6 with a remainder of 1	|	"The first two digits of the dividend, 25,  are divisible by 4, as 4 times 6 equals 24, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  50 divided by  3 equal to?	|	50 divided by  3 is equal to 16 with a remainder of 2	|	"The first digit of the dividend, 5,  is divisible by 3, as 3 times 1 equals 3, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 20 which is divisible by 3, as 3 times 6 equals 18, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  75 divided by  10 equal to?	|	75 divided by  10 is equal to 7 with a remainder of 5	|	"The first two digits of the dividend, 75,  are divisible by 10, as 10 times 7 equals 70, which when subtracted leaves a remainder of 5"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  24 divided by  3 equal to?	|	24 divided by  3 is equal to 8 with a remainder of 0	|	"The first two digits of the dividend, 24,  are divisible by 3, as 3 times 8 equals 24, which when subtracted leaves a remainder of 0"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  91 divided by  6 equal to?	|	91 divided by  6 is equal to 15 with a remainder of 1	|	"The first digit of the dividend, 9,  is divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 31 which is divisible by 6, as 6 times 5 equals 30, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  59 divided by  9 equal to?	|	59 divided by  9 is equal to 6 with a remainder of 5	|	"The first two digits of the dividend, 59,  are divisible by 9, as 9 times 6 equals 54, which when subtracted leaves a remainder of 5"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  84 divided by  8 equal to?	|	84 divided by  8 is equal to 10 with a remainder of 4	|	"The first digit of the dividend, 8,  is divisible by 8, as 8 times 1 equals 8, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 4 is not divisible by 8,  you need to add a zero to the quotient, and 4 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  109 divided by  7 equal to?	|	109 divided by  7 is equal to 15 with a remainder of 4	|	"The first two digits of the dividend, 10,  are divisible by 7, as 7 times 1 equals 7, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 39 which is divisible by 7, as 7 times 5 equals 35, which when subtracted leaves a remainder of 4"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  76 divided by  10 equal to?	|	76 divided by  10 is equal to 7 with a remainder of 6	|	"The first two digits of the dividend, 76,  are divisible by 10, as 10 times 7 equals 70, which when subtracted leaves a remainder of 6"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  44 divided by  5 equal to?	|	44 divided by  5 is equal to 8 with a remainder of 4	|	"The first two digits of the dividend, 44,  are divisible by 5, as 5 times 8 equals 40, which when subtracted leaves a remainder of 4"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  26 divided by  7 equal to?	|	26 divided by  7 is equal to 3 with a remainder of 5	|	"The first two digits of the dividend, 26,  are divisible by 7, as 7 times 3 equals 21, which when subtracted leaves a remainder of 5"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  94 divided by  2 equal to?	|	94 divided by  2 is equal to 47 with a remainder of 0	|	"The first digit of the dividend, 9,  is divisible by 2, as 2 times 4 equals 8, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 14 which is divisible by 2, as 2 times 7 equals 14, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  61 divided by  6 equal to?	|	61 divided by  6 is equal to 10 with a remainder of 1	|	"The first digit of the dividend, 6,  is divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 1 is not divisible by 6,  you need to add a zero to the quotient, and 1 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  48 divided by  2 equal to?	|	48 divided by  2 is equal to 24 with a remainder of 0	|	"The first digit of the dividend, 4,  is divisible by 2, as 2 times 2 equals 4, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 8 which is divisible by 2, as 2 times 4 equals 8, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  72 divided by  9 equal to?	|	72 divided by  9 is equal to 8 with a remainder of 0	|	"The first two digits of the dividend, 72,  are divisible by 9, as 9 times 8 equals 72, which when subtracted leaves a remainder of 0"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  97 divided by  8 equal to?	|	97 divided by  8 is equal to 12 with a remainder of 1	|	"The first digit of the dividend, 9,  is divisible by 8, as 8 times 1 equals 8, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 17 which is divisible by 8, as 8 times 2 equals 16, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  65 divided by  3 equal to?	|	65 divided by  3 is equal to 21 with a remainder of 2	|	"The first digit of the dividend, 6,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 5 which is divisible by 3, as 3 times 1 equals 3, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
