
Tempplate Number	|	Question	|	Answer	|	Step 1	| Q D D R M,	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
3	|	"if Sophia placed 29 copper coloured pencils, and Jessie placed 31 crimson coloured pencils, then how many pencils did they put altogether?"	|	"Together,  Sophia and Jessie placed 60 pencils"	|		|		|		|		|		|	Word Problem	|	addition	|	3
5	|	"If Harvey has 37 cerise coloured markers, and gives Genia 34 of his cerise coloured markers, then how many cerise coloured markers does he have left?"	|	Harvey has 3 cerise coloured markers left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Nenita has 41 gown, and gives Ok 4 of her gown, then how many gown does she have left?"	|	Nenita has 37 gown left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Kristle played in 96 soccer games this year. Last year, she played in 43 games. How many soccer games did she play in total?"	|	Kristle played in a total of 139 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Jarad played in 44 hockey games this year. Last year, he played in 83 games. How many hockey games did he play in total?"	|	Jarad played in a total of 127 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Mychal played in 27 hockey games this year. Last year, he played in 5 games. How many hockey games did he play in total?"	|	Mychal played in a total of 32 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
12	|	at the farm there are 412 currant. If we remove 193 of the currant how many currant would we have left?	|	There would be  219 currant left at the farm.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
6	|	"if Carrol bought 833 fruit,  and 329 were currant, then how many blackcurrant did she buy?"	|	Carrol bought 175 blackcurrant	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Mendy played in 81 basketball games this year. Last year, she played in 29 games. How many basketball games did she play in total?"	|	Mendy played in a total of 110 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Bonita has 47 suit, and gives Jose 22 of her suit, then how many suit does she have left?"	|	Bonita has 25 suit left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Belia placed 58 pieces of stationary in the drawer and 49 were erasers, then how many pens did she put in the drawer?"	|	Belia placed 40 pens	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	in the desk there are 39 bronze coloured pencils. If we remove 8 of the bronze coloured pencils how many bronze coloured pencils would we have left?	|	There would be  31 bronze coloured pencils left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Rhett saw 28 wild animals at the zoo and 13 were cheetahs, then how many crocodiles did he see at the zoo?"	|	Rhett saw 2 crocodiles	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 10 elephants. If there are 3 children, how many elephants are there in total?"	|	There are 30 elephants in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
3	|	"if Juliet had 46 azure coloured markers, and Reidar had 43 indigo coloured markers, then how many markers did they have altogether?"	|	"Together,  Juliet and Reidar had 89 markers"	|		|		|		|		|		|	Word Problem	|	addition	|	3
6	|	"if Paton placed 11 pieces of stationary,  and 3 were pencil cases, then how many markers did he put?"	|	Paton placed 5 markers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Ursula played in 28 hockey games this year. Last year, she played in 100 games. How many hockey games did she play in total?"	|	Ursula played in a total of 128 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Rikki took photos of 34 insects in the backyard and 12 were spiders, then how many grubs did he take photos of in the backyard?"	|	Rikki took photos of 10 grubs	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Heather played in 69 soccer games this year. Last year, she played in 65 games. How many soccer games did she play in total?"	|	Heather played in a total of 134 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
12	|	on the farm there are 19 horses. If we remove 12 of the horses how many horses would we have left?	|	There would be  7 horses left on the farm.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Rudolf sold 1128 fruit at the farm and 408 were , then how many cloudberries did he sell at the farm?"	|	Rudolf sold 312 cloudberries	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 10 crayons. If there are 5 children, how many crayons are there in total?"	|	There are 50 crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
5	|	"If Eleonor has 19 rabbits, and gives Temple 18 of her rabbits, then how many rabbits does she have left?"	|	Eleonor has 1 rabbits left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Shirly played in 100 basketball games this year. Last year, she played in 95 games. How many basketball games did she play in total?"	|	Shirly played in a total of 195 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Skippy had 70 crayons in the desk and 39 were coral coloured crayons, then how many tan coloured crayons did he have in the desk?"	|	Skippy had 8 tan coloured crayons	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 11 sharpners. If there are 3 children, how many sharpners are there in total?"	|	There are 33 sharpners in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
3	|	"if Ulick took photos of 3 slugs , and Betsey took photos of 12 bees, then how many insects did they take photos of altogether?"	|	"Together,  Ulick and Betsey took photos of 15 insects"	|		|		|		|		|		|	Word Problem	|	addition	|	3
4	|	"If Nikola has 8 turtles, and Leatha gives him 16 turtles, then how many turtles does he have altogether?"	|	Nikola has a total of 24 turtles	|		|		|		|		|		|	Word Problem	|	addition	|	3
8	|	"Adena played in 100 soccer games this year. Last year, she played in 98 games. How many soccer games did she play in total?"	|	Adena played in a total of 198 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 1 puppies. If there are 4 children, how many puppies are there in total?"	|	There are 4 puppies in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
12	|	in the desk there are 26 red-violet coloured pencils. If we remove 13 of the red-violet coloured pencils how many red-violet coloured pencils would we have left?	|	There would be  13 red-violet coloured pencils left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Alba played in 7 soccer games this year. Last year, she played in 85 games. How many soccer games did she play in total?"	|	Alba played in a total of 92 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 5 raspberries. If there are 8 children, how many raspberries are there in total?"	|	There are 40 raspberries in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Ellary picked 30 fruit,  and 15 were pineapples, then how many durian fruits did he pick?"	|	Ellary picked 0 durian fruits	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Jenine had 89 pieces of stationary in the drawer and 38 were pens, then how many folders did she have in the drawer?"	|	Jenine had 13 folders	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Cello played in 28 soccer games this year. Last year, he played in 86 games. How many soccer games did he play in total?"	|	Cello played in a total of 114 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Matthus played in 49 basketball games this year. Last year, he played in 89 games. How many basketball games did he play in total?"	|	Matthus played in a total of 138 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 2 puppies. If there are 2 children, how many puppies are there in total?"	|	There are 4 puppies in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Angelo played in 48 hockey games this year. Last year, she played in 48 games. How many hockey games did she play in total?"	|	Angelo played in a total of 96 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Ruby placed 29 ivory coloured pencils, and Jennine placed 33 sapphire coloured pencils, then how many pencils did they put altogether?"	|	"Together,  Ruby and Jennine placed 62 pencils"	|		|		|		|		|		|	Word Problem	|	addition	|	3
5	|	"If Mar has 17 sheep, and gives Brod 9 of his sheep, then how many sheep does he have left?"	|	Mar has 8 sheep left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	on the farm there are 21 cows. If we remove 2 of the cows how many cows would we have left?	|	There would be  19 cows left on the farm.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
6	|	"if Emily took photos of 33 insects,  and 19 were butterflies, then how many moths did she take photos of?"	|	Emily took photos of 5 moths	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Belle had 56 pieces of stationary in the drawer and 4 were pens, then how many post-its did she have in the drawer?"	|	Belle had 48 post-its	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Lindy played in 94 basketball games this year. Last year, he played in 76 games. How many basketball games did he play in total?"	|	Lindy played in a total of 170 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 1 tomato. If there are 9 children, how many tomato are there in total?"	|	There are 9 tomato in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
8	|	"Martino played in 95 soccer games this year. Last year, he played in 68 games. How many soccer games did he play in total?"	|	Martino played in a total of 163 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 5 rose coloured crayons. If there are 3 children, how many rose coloured crayons are there in total?"	|	There are 15 rose coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Deedee saw 19 insects,  and 16 were moths, then how many gnats did she see?"	|	Deedee saw 13 gnats	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Lupita played in 72 hockey games this year. Last year, she played in 82 games. How many hockey games did she play in total?"	|	Lupita played in a total of 154 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Vaclav has 12 snails, and gives Goran 6 of his snails, then how many snails does he have left?"	|	Vaclav has 6 snails left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Tobias has 18 geese, and Yahaira gives him 18 geese, then how many geese does he have altogether?"	|	Tobias has a total of 36 geese	|		|		|		|		|		|	Word Problem	|	addition	|	3
7	|	"Taylor played in 14 hockey games this year. Last year, she played in 40 games. How many hockey games did she play in total?"	|	Taylor played in a total of 54 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 3 squirrels. If there are 9 children, how many squirrels are there in total?"	|	There are 27 squirrels in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
10	|	"if Finlay sold 818 fruit at the farm and 152 were cloudberries, then how many chili did he sell at the farm?"	|	Finlay sold 514 chili	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Bondie has 12 beetles, and gives Emanuel 5 of his beetles, then how many beetles does he have left?"	|	Bondie has 7 beetles left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Emilie has 26 damson plums, and Case gives her 8 damson plums, then how many damson plums does she have altogether?"	|	Emilie has a total of 34 damson plums	|		|		|		|		|		|	Word Problem	|	addition	|	3
4	|	"If Loy has 19 donkeys, and Cammy gives him 12 donkeys, then how many donkeys does he have altogether?"	|	Loy has a total of 31 donkeys	|		|		|		|		|		|	Word Problem	|	addition	|	3
6	|	"if Dyan bought 56 clothes,  and 34 were jacket, then how many sari did she buy?"	|	Dyan bought 12 sari	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 2 lilac coloured markers. If there are 3 children, how many lilac coloured markers are there in total?"	|	There are 6 lilac coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Paige took photos of 40 insects,  and 20 were beetles, then how many grasshoppers did he take photos of?"	|	Paige took photos of 0 grasshoppers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	in the desk there are 37 rose coloured markers. If we remove 26 of the rose coloured markers how many rose coloured markers would we have left?	|	There would be  11 rose coloured markers left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Amee has 12 black coloured pencils, and Dagmar gives her 43 black coloured pencils, then how many black coloured pencils does she have altogether?"	|	Amee has a total of 55 black coloured pencils	|		|		|		|		|		|	Word Problem	|	addition	|	3
4	|	"If Rosenda has 20 glue sticks, and Monica gives her 36 glue sticks, then how many glue sticks does she have altogether?"	|	Rosenda has a total of 56 glue sticks	|		|		|		|		|		|	Word Problem	|	addition	|	3
7	|	"Deloras played in 100 hockey games this year. Last year, she played in 96 games. How many hockey games did she play in total?"	|	Deloras played in a total of 196 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 5 chocolate coloured crayons. If there are 1 children, how many chocolate coloured crayons are there in total?"	|	There are 5 chocolate coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
